"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"106",7,"Chase Brown",CIN,"RB34","12","3 out of 5 stars","+4"
"107",7,"Dallas Goedert",PHI,"TE11","5","4 out of 5 stars","0"
"108",7,"Austin Ekeler",WAS,"RB35","14","3 out of 5 stars","-17"
"109",7,"Brock Bowers",LV,"TE12","10","4 out of 5 stars","-12"
"110",7,"Gus Edwards",LAC,"RB36","5","4 out of 5 stars","+2"
"111",7,"Brian Thomas Jr.",JAC,"WR47","12","4 out of 5 stars","+13"
"112",7,"Jameson Williams",DET,"WR48","5","4 out of 5 stars","+3"
"113",7,"Tyler Lockett",SEA,"WR49","10","3 out of 5 stars","+16"
"114",7,"Jerome Ford",CLE,"RB37","10","4 out of 5 stars","0"
"115",7,"Ezekiel Elliott",DAL,"RB38","7","3 out of 5 stars","-9"
"116",7,"Justin Herbert",LAC,"QB17","5","2 out of 5 stars","+4"
"117",7,"Keon Coleman",BUF,"WR50","12","2 out of 5 stars","-6"
"118",7,"Pat Freiermuth",PIT,"TE13","9","3 out of 5 stars","+9"
"119",7,"Kirk Cousins",ATL,"QB18","12","3 out of 5 stars","+7"
"120",7,"Nick Chubb",CLE,"RB39","10","4 out of 5 stars","-31"
"121",7,"Jakobi Meyers",LV,"WR51","10","3 out of 5 stars","+18"
"122",7,"Curtis Samuel",BUF,"WR52","12","2 out of 5 stars","-1"
"123",8,"Dalton Schultz",HOU,"TE14","14","2 out of 5 stars","-5"
"124",8,"Joshua Palmer",LAC,"WR53","5","3 out of 5 stars","+26"
"125",8,"Rashid Shaheed",NO,"WR54","12","3 out of 5 stars","+18"
"126",8,"Matthew Stafford",LAR,"QB19","6","4 out of 5 stars","+10"
"127",8,"Blake Corum",LAR,"RB40","6","3 out of 5 stars","-10"
"128",8,"Zach Charbonnet",SEA,"RB41","10","4 out of 5 stars","+4"
"129",8,"Romeo Doubs",GB,"WR55","10","4 out of 5 stars","+8"
"130",8,"Trey Benson",ARI,"RB42","11","2 out of 5 stars","-22"
"131",8,"Chuba Hubbard",CAR,"RB43","11","4 out of 5 stars","+11"
"132",8,"Brandin Cooks",DAL,"WR56","7","3 out of 5 stars","+12"
"133",8,"Khalil Shakir",BUF,"WR57","12","2 out of 5 stars","0"
"134",8,"T.J. Hockenson",MIN,"TE15","6","2 out of 5 stars","-18"
"135",8,"Rico Dowdle",DAL,"RB44","7","3 out of 5 stars","+6"
"136",8,"Mike Williams",NYJ,"WR58","12","4 out of 5 stars","+19"
"137",8,"Aaron Rodgers",NYJ,"QB20","12","2 out of 5 stars","-3"
"138",8,"Cole Kmet",CHI,"TE16","7","3 out of 5 stars","-10"
"139",8,"Ty Chandler",MIN,"RB45","6","3 out of 5 stars","+8"
"140",8,"Jerry Jeudy",CLE,"WR59","10","3 out of 5 stars","+6"
"141",8,"Luke Musgrave",GB,"TE17","10","3 out of 5 stars","+24"
"142",8,"Josh Downs",IND,"WR60","14","4 out of 5 stars","+11"
"143",8,"Geno Smith",SEA,"QB21","10","3 out of 5 stars","+45"
"144",8,"J.K. Dobbins",LAC,"RB46","5","4 out of 5 stars","-13"
"145",8,"Baker Mayfield",TB,"QB22","11","2 out of 5 stars","+6"
"146",8,"Tyler Allgeier",ATL,"RB47","12","4 out of 5 stars","+14"
"147",8,"Deshaun Watson",CLE,"QB23","10","4 out of 5 stars","+20"
"148",8,"Jahan Dotson",WAS,"WR61","14","3 out of 5 stars","-3"
"149",8,"Gabe Davis",JAC,"WR62","12","4 out of 5 stars","+7"
"150",8,"Hunter Henry",NE,"TE18","14","3 out of 5 stars","+34"
"151",8,"Jaleel McLaughlin",DEN,"RB48","14","4 out of 5 stars","+15"
"152",8,"Antonio Gibson",NE,"RB49","14","2 out of 5 stars","0"
"153",8,"Dontayvion Wicks",GB,"WR63","10","4 out of 5 stars","+5"
"154",8,"Will Levis",TEN,"QB24","5","5 out of 5 stars","+14"
"155",8,"DeMario Douglas",NE,"WR64","14","3 out of 5 stars","+59"
"156",8,"Khalil Herbert",CHI,"RB50","7","2 out of 5 stars","+24"
"157",8,"Adam Thielen",CAR,"WR65","11","5 out of 5 stars","+7"
"158",8,"Michael Wilson",ARI,"WR66","11","3 out of 5 stars","+38"
"159",8,"MarShawn Lloyd",GB,"RB51","10","1 out of 5 stars","-5"
"160",9,"Adonai Mitchell",IND,"WR67","14","4 out of 5 stars","+3"
"161",9,"Darnell Mooney",ATL,"WR68","12","4 out of 5 stars","+43"
"162",9,"Kendre Miller",NO,"RB52","12","5 out of 5 stars","+10"
"163",9,"Ja'Lynn Polk",NE,"WR69","14","3 out of 5 stars","+38"
"164",9,"Tyler Conklin",NYJ,"TE19","12","3 out of 5 stars","+19"
"165",9,"Ray Davis",BUF,"RB53","12","2 out of 5 stars","+35"
"166",9,"Taysom Hill",NO,"TE20","12","4 out of 5 stars","+28"
"167",9,"Daniel Jones",NYG,"QB25","11","2 out of 5 stars","+50"
"168",9,"Rashod Bateman",BAL,"WR70","14","3 out of 5 stars","+66"
"169",9,"Cade Otton",TB,"TE21","11","3 out of 5 stars","+20"
"170",9,"Jaylen Wright",MIA,"RB54","6","3 out of 5 stars","-21"
"171",9,"Derek Carr",NO,"QB26","12","4 out of 5 stars","+48"
"172",9,"Roschon Johnson",CHI,"RB55","7","2 out of 5 stars","+44"
"173",9,"Marvin Mims Jr.",DEN,"WR71","14","2 out of 5 stars","+57"
"174",9,"Wan'Dale Robinson",NYG,"WR72","11","3 out of 5 stars","+54"
"175",9,"Xavier Legette",CAR,"WR73","11","5 out of 5 stars","-18"
"176",9,"Noah Fant",SEA,"TE22","10","3 out of 5 stars","+21"
"177",9,"Jermaine Burton",CIN,"WR74","12","2 out of 5 stars","+41"
"178",9,"Baltimore Ravens",BAL,"DST1","14","2 out of 5 stars","-40"
"179",9,"Braelon Allen",NYJ,"RB56","12","2 out of 5 stars","+23"
"180",9,"Bucky Irving",TB,"RB57","11","5 out of 5 stars","+19"
"181",9,"Bryce Young",CAR,"QB27","11","5 out of 5 stars","+39"
"182",9,"Demarcus Robinson",LAR,"WR75","6","3 out of 5 stars","+54"
"183",9,"San Francisco 49ers",SF,"DST2","9","1 out of 5 stars","-58"
"184",9,"Chigoziem Okonkwo",TEN,"TE23","5","4 out of 5 stars","+7"
"185",9,"Isaiah Likely",BAL,"TE24","14","3 out of 5 stars","-8"
"186",9,"Elijah Mitchell",SF,"RB58","9","2 out of 5 stars","-12"
"187",9,"Dameon Pierce",HOU,"RB59","14","3 out of 5 stars","-5"
"188",9,"New York Jets",NYJ,"DST3","12","1 out of 5 stars","-58"
"189",9,"Dallas Cowboys",DAL,"DST4","7","4 out of 5 stars","-49"
"190",9,"Juwan Johnson",NO,"TE25","12","4 out of 5 stars","+64"
"191",9,"Cleveland Browns",CLE,"DST5","10","2 out of 5 stars","-32"
"192",9,"Ben Sinnott",WAS,"TE26","14","2 out of 5 stars","0"
"193",9,"Ricky Pearsall",SF,"WR76","9","2 out of 5 stars","-22"
"194",9,"Quentin Johnston",LAC,"WR77","5","3 out of 5 stars","+11"
"195",9,"Justin Tucker",BAL,"K1","14","2 out of 5 stars","-73"
"196",9,"Javon Baker",NE,"WR78","14","3 out of 5 stars","+74"
"197",9,"Kansas City Chiefs",KC,"DST6","6","2 out of 5 stars","-24"
"198",9,"Russell Wilson",PIT,"QB28","9","2 out of 5 stars","-13"
"199",10,"Pittsburgh Steelers",PIT,"DST7","9","4 out of 5 stars","-29"
"200",10,"Brandon Aubrey",DAL,"K2","7","2 out of 5 stars","-77"
"201",10,"Buffalo Bills",BUF,"DST8","12","2 out of 5 stars","-11"
"202",10,"Audric Estime",DEN,"RB60","14","4 out of 5 stars","+21"
"203",10,"Harrison Butker",KC,"K3","6","2 out of 5 stars","-68"
"204",10,"Sam Darnold",MIN,"QB29","6","5 out of 5 stars","+41"
"205",10,"Jason Sanders",MIA,"K4","6","2 out of 5 stars","-26"
"206",10,"Darius Slayton",NYG,"WR79","11","3 out of 5 stars","+98"
"207",10,"New Orleans Saints",NO,"DST9","12","5 out of 5 stars","+15"
"208",10,"Alexander Mattison",LV,"RB61","10","3 out of 5 stars","+25"
"209",10,"Philadelphia Eagles",PHI,"DST10","5","3 out of 5 stars","-14"
"210",10,"Miami Dolphins",MIA,"DST11","6","2 out of 5 stars","-32"
"211",10,"Tyler Boyd",TEN,"WR80","5","4 out of 5 stars","+38"
"212",10,"D'Onta Foreman",CLE,"RB62","10","4 out of 5 stars","+46"
"213",10,"Elijah Moore",CLE,"WR81","10","3 out of 5 stars","+87"
"214",10,"Houston Texans",HOU,"DST12","14","2 out of 5 stars","-2"
"215",10,"Jake Elliott",PHI,"K5","5","2 out of 5 stars","-67"
"216",10,"Jake Moody",SF,"K6","9","1 out of 5 stars","-54"
"217",10,"Roman Wilson",PIT,"WR82","9","1 out of 5 stars","+18"
"218",10,"Bo Nix",DEN,"QB30","14","2 out of 5 stars","-37"
"219",10,"Ka'imi Fairbairn",HOU,"K7","14","2 out of 5 stars","-58"
"220",10,"Younghoe Koo",ATL,"K8","12","0 out of 5 stars","-44"
"221",10,"Tyler Bass",BUF,"K9","12","5 out of 5 stars","-34"
"222",10,"Tucker Kraft",GB,"TE27","10","3 out of 5 stars","+77"
"223",10,"Mike Gesicki",CIN,"TE28","12","3 out of 5 stars","+14"
"224",10,"Clyde Edwards-Helaire",KC,"RB63","6","3 out of 5 stars","0"
"225",10,"Justice Hill",BAL,"RB64","14","3 out of 5 stars","+23"
"226",10,"AJ Dillon",GB,"RB65","10","1 out of 5 stars","-33"
"227",10,"Jalin Hyatt",NYG,"WR83","11","3 out of 5 stars","+51"
"228",10,"Evan McPherson",CIN,"K10","12","0 out of 5 stars","-42"
"229",10,"Chicago Bears",CHI,"DST13","7","3 out of 5 stars","+11"
"230",10,"Kenneth Gainwell",PHI,"RB66","5","4 out of 5 stars","+12"
"231",10,"Jalen McMillan",TB,"WR84","11","3 out of 5 stars","+45"
"232",10,"Tyrone Tracy Jr.",NYG,"RB67","11","3 out of 5 stars","-34"
"233",10,"Troy Franklin",DEN,"WR85","14","2 out of 5 stars","-20"
"234",10,"Kimani Vidal",LAC,"RB68","5","4 out of 5 stars","-65"
"235",10,"Matt Gay",IND,"K11","14","5 out of 5 stars","-6"
"236",10,"Tank Bigsby",JAC,"RB69","12","2 out of 5 stars","+3"
"237",10,"Malachi Corley",NYJ,"WR86","12","4 out of 5 stars","+28"
"238",10,"Keaton Mitchell",BAL,"RB70","14","3 out of 5 stars","+15"
"239",10,"Cameron Dicker",LAC,"K12","5","3 out of 5 stars","-36"
"240",10,"Indianapolis Colts",IND,"DST14","14","4 out of 5 stars","+6"
"241",10,"Kendrick Bourne",NE,"WR87","14","3 out of 5 stars","+66"
"242",10,"Odell Beckham Jr.",MIA,"WR88","6","2 out of 5 stars","-36"
"243",10,"Miles Sanders",CAR,"RB71","11","4 out of 5 stars","+16"
"244",10,"Andrei Iosivas",CIN,"WR89","12","2 out of 5 stars","+66"
"245",10,"Zay Jones",ARI,"WR90","11","3 out of 5 stars","+45"
"246",10,"DJ Chark Jr.",LAC,"WR91","5","3 out of 5 stars","+40"
"247",10,"Justin Fields",PIT,"QB31","9","2 out of 5 stars","-72"
"248",10,"Dustin Hopkins",CLE,"K13","10","2 out of 5 stars","+9"
"249",10,"Jonnu Smith",MIA,"TE29","6","2 out of 5 stars","-23"
"250",10,"Jamaal Williams",NO,"RB72","12","5 out of 5 stars","+23"
"251",10,"Cairo Santos",CHI,"K14","7","5 out of 5 stars","-10"
"252",10,"Michael Mayer",LV,"TE30","10","4 out of 5 stars","+45"
"253",10,"Jason Myers",SEA,"K15","10","5 out of 5 stars","-45"
"254",11,"Jonathan Mingo",CAR,"WR92","11","5 out of 5 stars","+63"
"255",11,"Drake Maye",NE,"QB32","14","3 out of 5 stars","-24"
"256",11,"Treylon Burks",TEN,"WR93","5","4 out of 5 stars","+60"
"257",11,"Minnesota Vikings",MIN,"DST15","6","3 out of 5 stars","-19"
"258",11,"Will Shipley",PHI,"RB73","5","4 out of 5 stars","-26"
"259",11,"A.T. Perry",NO,"WR94","12","3 out of 5 stars","+70"
"260",11,"Jelani Woods",IND,"TE31","14","3 out of 5 stars","+34"
"261",11,"Trey Sermon",IND,"RB74","14","2 out of 5 stars","+16"
"262",11,"Dylan Laube",LV,"RB75","10","3 out of 5 stars","+1"
"263",11,"Dawson Knox",BUF,"TE32","12","2 out of 5 stars","-42"
"264",11,"Detroit Lions",DET,"DST16","5","0 out of 5 stars","-39"
"265",11,"Ja'Tavion Sanders",CAR,"TE33","11","3 out of 5 stars","-9"
"266",11,"Gerald Everett",CHI,"TE34","7","3 out of 5 stars","-"
"267",11,"Jordan Mason",SF,"RB76","9","2 out of 5 stars","+15"
"268",11,"Gardner Minshew II",LV,"QB33","10","2 out of 5 stars","-17"
"269",11,"Cincinnati Bengals",CIN,"DST17","12","5 out of 5 stars","-9"
"270",11,"Josh Reynolds",DEN,"WR95","14","2 out of 5 stars","+52"
"271",11,"Samaje Perine",DEN,"RB77","14","4 out of 5 stars","-16"
"272",11,"Alec Pierce",IND,"WR96","14","4 out of 5 stars","+69"
"273",11,"Jacksonville Jaguars",JAC,"DST18","12","4 out of 5 stars","-23"
"274",11,"Cedric Tillman",CLE,"WR97","10","3 out of 5 stars","-"
"275",11,"Daniel Carlson",LV,"K16","10","2 out of 5 stars","-60"
"276",11,"Luke McCaffrey",WAS,"WR98","14","3 out of 5 stars","-9"
"277",11,"K.J. Osborn",NE,"WR99","14","3 out of 5 stars","+48"
"278",11,"Zach Ertz",WAS,"TE35","14","2 out of 5 stars","-17"
"279",11,"Eric Gray",NYG,"RB78","11","3 out of 5 stars","+1"
"280",11,"Devontez Walker",BAL,"WR100","14","3 out of 5 stars","-1"
"281",11,"Jalen Tolbert",DAL,"WR101","7","3 out of 5 stars","+6"
"282",11,"Trey Palmer",TB,"WR102","11","3 out of 5 stars","-"
"283",11,"Evan Hull",IND,"RB79","14","2 out of 5 stars","+40"
"284",11,"Greg Dortch",ARI,"WR103","11","3 out of 5 stars","-15"
"285",11,"Greg Dulcich",DEN,"TE36","14","2 out of 5 stars","-33"
"286",11,"Blake Grupe",NO,"K17","12","4 out of 5 stars","+20"
"287",11,"Denver Broncos",DEN,"DST19","14","3 out of 5 stars","-21"
"288",11,"D'Ernest Johnson",JAC,"RB80","12","2 out of 5 stars","-"
"289",11,"Michael Carter",ARI,"RB81","11","2 out of 5 stars","-"
"290",11,"Cordarrelle Patterson",PIT,"RB82","9","4 out of 5 stars","-"
"291",11,"Greg Zuerlein",NYJ,"K18","12","4 out of 5 stars","-48"
"292",11,"Deuce Vaughn",DAL,"RB83","7","3 out of 5 stars","+20"
"293",11,"Colby Parkinson",LAR,"TE37","6","3 out of 5 stars","-12"
"294",11,"Noah Brown",HOU,"WR104","14","3 out of 5 stars","-"
"295",11,"Tyler Higbee",LAR,"TE38","6","3 out of 5 stars","-"
"296",11,"Jacoby Brissett",NE,"QB34","14","3 out of 5 stars","-25"
"297",11,"Kadarius Toney",KC,"WR105","6","3 out of 5 stars","-"
"298",11,"Pierre Strong Jr.",CLE,"RB84","10","4 out of 5 stars","-"
"299",11,"Aidan O'Connell",LV,"QB35","10","2 out of 5 stars","-24"
"300",11,"Isaac Guerendo",SF,"RB85","9","2 out of 5 stars","-16"
"301",11,"Chris Rodriguez Jr.",WAS,"RB86","14","3 out of 5 stars","-"
"302",11,"Green Bay Packers",GB,"DST20","10","1 out of 5 stars","-38"
"303",11,"Emari Demercado",ARI,"RB87","11","2 out of 5 stars","+43"
"304",11,"Jeff Wilson Jr.",MIA,"RB88","6","3 out of 5 stars","+20"
"305",11,"Chase Edmonds",TB,"RB89","11","5 out of 5 stars","-"
"306",11,"Israel Abanikanda",NYJ,"RB90","12","2 out of 5 stars","-"
"307",11,"Theo Johnson",NYG,"TE39","11","4 out of 5 stars","-33"
"308",12,"Brenden Rice",LAC,"WR106","5","3 out of 5 stars","-7"
"309",12,"Jacob Cowing",SF,"WR107","9","2 out of 5 stars","-"
"310",12,"Robert Woods",HOU,"WR108","14","3 out of 5 stars","-"
"311",12,"Tyler Scott",CHI,"WR109","7","4 out of 5 stars","-"
"312",12,"Isaiah Spiller",LAC,"RB91","5","4 out of 5 stars","-"
"313",12,"Daniel Bellinger",NYG,"TE40","11","4 out of 5 stars","-24"
"314",12,"Tutu Atwell",LAR,"WR110","6","3 out of 5 stars","-"
"315",12,"Hayden Hurst",LAC,"TE41","5","3 out of 5 stars","-24"
"316",12,"Deneric Prince",KC,"RB92","6","3 out of 5 stars","-33"
"317",12,"Las Vegas Raiders",LV,"DST21","10","3 out of 5 stars","-110"
"318",12,"Cam Akers",HOU,"RB93","14","3 out of 5 stars","+26"
"319",12,"New England Patriots",NE,"DST22","14","2 out of 5 stars","-108"
"320",12,"Ronnie Rivers",LAR,"RB94","6","3 out of 5 stars","-"
"321",12,"Royce Freeman",DAL,"RB95","7","3 out of 5 stars","+17"
"322",12,"Rasheen Ali",BAL,"RB96","14","3 out of 5 stars","-4"
"323",12,"Michael Penix Jr.",ATL,"QB36","12","3 out of 5 stars","-38"
"324",12,"Kalif Raymond",DET,"WR111","5","4 out of 5 stars","-"
"325",12,"Nelson Agholor",BAL,"WR112","14","3 out of 5 stars","-"
"326",12,"Kareem Hunt",FA,"RB97","-","-","-54"
"327",12,"Michael Thomas",FA,"WR113","-","-","+6"
"328",12,"Jauan Jennings",SF,"WR114","9","2 out of 5 stars","+2"
"329",12,"Salvon Ahmed",MIA,"RB98","6","3 out of 5 stars","-"
"330",12,"Marquez Valdes-Scantling",BUF,"WR115","12","2 out of 5 stars","-"
"331",12,"Tampa Bay Buccaneers",TB,"DST23","11","4 out of 5 stars","-121"
"332",12,"Allen Lazard",NYJ,"WR116","12","4 out of 5 stars","+7"
"333",12,"Jerick McKinnon",FA,"RB99","-","-","+7"
"334",12,"Malik Washington",MIA,"WR117","6","2 out of 5 stars","-20"
"335",12,"Tim Patrick",DEN,"WR118","14","2 out of 5 stars","-20"
"336",12,"Calvin Austin III",PIT,"WR119","9","1 out of 5 stars","-15"
"337",12,"Van Jefferson",PIT,"WR120","9","1 out of 5 stars","+8"
"338",12,"Donovan Peoples-Jones",DET,"WR121","5","4 out of 5 stars","-"
"339",12,"Tre Tucker",LV,"WR122","10","3 out of 5 stars","-30"
"340",12,"Donald Parham Jr.",LAC,"TE42","5","3 out of 5 stars","-"
"341",12,"Sam Howell",SEA,"QB37","10","3 out of 5 stars","-28"
"342",12,"Wil Lutz",DEN,"K19","14","2 out of 5 stars","-"
"343",12,"Ty Johnson",BUF,"RB100","12","2 out of 5 stars","-"
"344",12,"Chris Boswell",PIT,"K20","9","4 out of 5 stars","-100"
"345",12,"Seattle Seahawks",SEA,"DST24","10","4 out of 5 stars","-118"
"346",12,"Will Dissly",LAC,"TE43","5","3 out of 5 stars","-20"
"347",12,"Bo Melton",GB,"WR123","10","4 out of 5 stars","-"
"348",12,"Noah Gray",KC,"TE44","6","3 out of 5 stars","-"
"349",12,"Los Angeles Rams",LAR,"DST25","6","2 out of 5 stars","-21"
"350",12,"Kylen Granson",IND,"TE45","14","3 out of 5 stars","-31"
"351",12,"Skyy Moore",KC,"WR124","6","3 out of 5 stars","-"
"352",12,"Joshua Kelley",NYG,"RB101","11","3 out of 5 stars","-"
"353",12,"Dalvin Cook",FA,"RB102","-","-","-48"
