"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"72",6,"Chris Godwin",TB,"WR32","5","4 out of 5 stars","-5"
"73",7,"George Pickens",PIT,"WR33","6","3 out of 5 stars","+3"
"74",7,"Alvin Kamara",NO,"RB29","11","4 out of 5 stars","-12"
"75",7,"Jerry Jeudy",DEN,"WR34","9","2 out of 5 stars","-4"
"76",7,"Dalvin Cook",NYJ,"RB30","7","3 out of 5 stars","-8"
"77",7,"George Kittle",SF,"TE5","9","3 out of 5 stars","-25"
"78",7,"Marquise Brown",ARI,"WR35","14","3 out of 5 stars","+9"
"79",7,"Gabe Davis",BUF,"WR36","13","2 out of 5 stars","+18"
"80",7,"Khalil Herbert",CHI,"RB31","13","5 out of 5 stars","+8"
"81",7,"D'Andre Swift",PHI,"RB32","10","1 out of 5 stars","-11"
"82",7,"Michael Pittman Jr.",IND,"WR37","11","4 out of 5 stars","-2"
"83",7,"Brian Robinson Jr.",WAS,"RB33","14","3 out of 5 stars","+9"
"84",7,"Jordan Addison",MIN,"WR38","13","3 out of 5 stars","+1"
"85",7,"Deshaun Watson",CLE,"QB9","5","2 out of 5 stars","-4"
"86",7,"Kyle Pitts",ATL,"TE6","11","3 out of 5 stars","-14"
"87",7,"AJ Dillon",GB,"RB34","6","4 out of 5 stars","-4"
"88",7,"Courtland Sutton",DEN,"WR39","9","2 out of 5 stars","+13"
"89",7,"Dallas Goedert",PHI,"TE7","10","2 out of 5 stars","-20"
"90",7,"Daniel Jones",NYG,"QB10","13","1 out of 5 stars","+22"
"91",7,"Dak Prescott",DAL,"QB11","7","2 out of 5 stars","-7"
"92",7,"Brandin Cooks",DAL,"WR40","7","2 out of 5 stars","+4"
"93",7,"Jaxon Smith-Njigba",SEA,"WR41","5","3 out of 5 stars","-3"
"94",7,"Antonio Gibson",WAS,"RB35","14","3 out of 5 stars","-5"
"95",7,"Tua Tagovailoa",MIA,"QB12","10","2 out of 5 stars","-2"
"96",7,"Zay Flowers",BAL,"WR42","13","3 out of 5 stars","+4"
"97",7,"Treylon Burks",TEN,"WR43","7","3 out of 5 stars","+18"
"98",8,"Kirk Cousins",MIN,"QB13","13","4 out of 5 stars","+6"
"99",8,"Elijah Moore",CLE,"WR44","5","3 out of 5 stars","+24"
"100",8,"Geno Smith",SEA,"QB14","5","2 out of 5 stars","+17"
"101",8,"Jamaal Williams",NO,"RB36","11","4 out of 5 stars","-6"
"102",8,"Samaje Perine",DEN,"RB37","9","4 out of 5 stars","+5"
"103",8,"Zach Charbonnet",SEA,"RB38","5","2 out of 5 stars","-5"
"104",8,"Rashaad Penny",PHI,"RB39","10","1 out of 5 stars","+2"
"105",8,"Rashod Bateman",BAL,"WR45","13","3 out of 5 stars","+38"
"106",8,"Anthony Richardson",IND,"QB15","11","4 out of 5 stars","-1"
"107",8,"Pat Freiermuth",PIT,"TE8","6","4 out of 5 stars","-16"
"108",8,"Skyy Moore",KC,"WR46","10","2 out of 5 stars","+11"
"109",8,"Raheem Mostert",MIA,"RB40","10","1 out of 5 stars","+11"
"110",8,"Quentin Johnston",LAC,"WR47","5","3 out of 5 stars","+6"
"111",8,"Evan Engram",JAC,"TE9","9","2 out of 5 stars","-29"
"112",8,"JuJu Smith-Schuster",NE,"WR48","11","2 out of 5 stars","-1"
"113",8,"Elijah Mitchell",SF,"RB41","9","4 out of 5 stars","+8"
"114",8,"Damien Harris",BUF,"RB42","13","2 out of 5 stars","+13"
"115",8,"Michael Thomas",NO,"WR49","11","4 out of 5 stars","-13"
"116",8,"Kadarius Toney",KC,"WR50","10","2 out of 5 stars","-3"
"117",8,"Tyler Allgeier",ATL,"RB43","11","4 out of 5 stars","+16"
"118",8,"David Njoku",CLE,"TE10","5","3 out of 5 stars","-24"
"119",8,"Aaron Rodgers",NYJ,"QB16","7","2 out of 5 stars","-20"
"120",8,"Nico Collins",HOU,"WR51","7","4 out of 5 stars","+43"
"121",8,"Jakobi Meyers",LV,"WR52","13","2 out of 5 stars","+40"
"122",8,"Jaylen Warren",PIT,"RB44","6","3 out of 5 stars","0"
"123",8,"Allen Lazard",NYJ,"WR53","7","3 out of 5 stars","+9"
"124",8,"Jared Goff",DET,"QB17","9","4 out of 5 stars","+7"
"125",8,"De'Von Achane",MIA,"RB45","10","1 out of 5 stars","-16"
"126",9,"Jerick McKinnon",KC,"RB46","10","4 out of 5 stars","0"
"127",9,"Odell Beckham Jr.",BAL,"WR54","13","3 out of 5 stars","-13"
"128",9,"Kenneth Gainwell",PHI,"RB47","10","1 out of 5 stars","+23"
"129",9,"Ezekiel Elliott",NE,"RB48","11","2 out of 5 stars","-5"
"130",9,"Tank Bigsby",JAC,"RB49","9","2 out of 5 stars","0"
"131",9,"Chigoziem Okonkwo",TEN,"TE11","7","3 out of 5 stars","+8"
"132",9,"Jameson Williams",DET,"WR55","9","3 out of 5 stars","+14"
"133",9,"Russell Wilson",DEN,"QB18","9","4 out of 5 stars","+8"
"134",9,"Dalton Schultz",HOU,"TE12","7","3 out of 5 stars","-9"
"135",9,"Romeo Doubs",GB,"WR56","6","3 out of 5 stars","+1"
"136",9,"Tyler Boyd",CIN,"WR57","7","4 out of 5 stars","+30"
"137",9,"Darnell Mooney",CHI,"WR58","13","3 out of 5 stars","+33"
"138",9,"Devin Singletary",HOU,"RB50","7","3 out of 5 stars","+19"
"139",9,"Adam Thielen",CAR,"WR59","7","4 out of 5 stars","-10"
"140",9,"Dalton Kincaid",BUF,"TE13","13","3 out of 5 stars","-30"
"141",9,"Roschon Johnson",CHI,"RB51","13","5 out of 5 stars","+7"
"142",9,"DJ Chark Jr.",CAR,"WR60","7","4 out of 5 stars","+78"
"143",9,"Cole Kmet",CHI,"TE14","13","4 out of 5 stars","-9"
"144",9,"Zay Jones",JAC,"WR61","9","4 out of 5 stars","+33"
"145",9,"Michael Gallup",DAL,"WR62","7","2 out of 5 stars","+63"
"146",9,"Tyler Higbee",LAR,"TE15","10","2 out of 5 stars","-8"
"147",9,"D'Onta Foreman",CHI,"RB52","13","5 out of 5 stars","-7"
"148",9,"Greg Dulcich",DEN,"TE16","9","4 out of 5 stars","+17"
"149",9,"Derek Carr",NO,"QB19","11","5 out of 5 stars","+1"
"150",9,"Juwan Johnson",NO,"TE17","11","5 out of 5 stars","+9"
"151",9,"Kenny Pickett",PIT,"QB20","6","2 out of 5 stars","+4"
"152",9,"Jeff Wilson Jr.",MIA,"RB53","10","1 out of 5 stars","+27"
"153",9,"Kendre Miller",NO,"RB54","11","4 out of 5 stars","+11"
"154",9,"Gus Edwards",BAL,"RB55","13","3 out of 5 stars","+42"
"155",9,"Matthew Stafford",LAR,"QB21","10","2 out of 5 stars","+25"
"156",9,"Chuba Hubbard",CAR,"RB56","7","4 out of 5 stars","+18"
"157",9,"Jordan Love",GB,"QB22","6","5 out of 5 stars","+3"
"158",9,"Van Jefferson",LAR,"WR63","10","3 out of 5 stars","+46"
"159",9,"Gerald Everett",LAC,"TE18","5","4 out of 5 stars","+26"
"160",10,"Donovan Peoples-Jones",CLE,"WR64","5","3 out of 5 stars","+18"
"161",10,"San Francisco 49ers",SF,"DST1","9","1 out of 5 stars","-58"
"162",10,"Rondale Moore",ARI,"WR65","14","3 out of 5 stars","+11"
"163",10,"Marvin Mims Jr.",DEN,"WR66","9","2 out of 5 stars","+6"
"164",10,"Brock Purdy",SF,"QB23","9","3 out of 5 stars","-8"
"165",10,"Jonathan Mingo",CAR,"WR67","7","4 out of 5 stars","+19"
"166",10,"Sam LaPorta",DET,"TE19","9","3 out of 5 stars","-19"
"167",10,"Dallas Cowboys",DAL,"DST2","7","2 out of 5 stars","-39"
"168",10,"Alec Pierce",IND,"WR68","11","4 out of 5 stars","+41"
"169",10,"K.J. Osborn",MIN,"WR69","13","3 out of 5 stars","+31"
"170",10,"Rashid Shaheed",NO,"WR70","11","4 out of 5 stars","+75"
"171",10,"Jerome Ford",CLE,"RB57","5","3 out of 5 stars","+51"
"172",10,"Justin Tucker",BAL,"K1","13","5 out of 5 stars","-64"
"173",10,"Tyjae Spears",TEN,"RB58","7","4 out of 5 stars","-5"
"174",10,"Philadelphia Eagles",PHI,"DST3","10","2 out of 5 stars","-56"
"175",10,"Curtis Samuel",WAS,"WR71","14","3 out of 5 stars","+65"
"176",10,"Buffalo Bills",BUF,"DST4","13","1 out of 5 stars","-41"
"177",10,"Zamir White",LV,"RB59","13","3 out of 5 stars","+20"
"178",10,"Marquez Valdes-Scantling",KC,"WR72","10","2 out of 5 stars","+35"
"179",10,"Clyde Edwards-Helaire",KC,"RB60","10","4 out of 5 stars","+19"
"180",10,"Tyler Bass",BUF,"K2","13","4 out of 5 stars","-35"
"181",10,"Sam Howell",WAS,"QB24","14","1 out of 5 stars","+2"
"182",10,"Jayden Reed",GB,"WR73","6","3 out of 5 stars","+28"
"183",10,"Taysom Hill",NO,"TE20","11","5 out of 5 stars","+9"
"184",10,"Isaiah Hodgins",NYG,"WR74","13","3 out of 5 stars","+45"
"185",10,"Harrison Butker",KC,"K3","10","5 out of 5 stars","-31"
"186",10,"New York Jets",NYJ,"DST5","7","2 out of 5 stars","-37"
"187",10,"New England Patriots",NE,"DST6","11","2 out of 5 stars","-45"
"188",10,"DeVante Parker",NE,"WR75","11","2 out of 5 stars","+75"
"189",10,"Bryce Young",CAR,"QB25","7","4 out of 5 stars","-18"
"190",10,"Rashee Rice",KC,"WR76","10","2 out of 5 stars","-23"
"191",10,"Evan McPherson",CIN,"K4","7","0 out of 5 stars","-47"
"192",10,"Darius Slayton",NYG,"WR77","13","3 out of 5 stars","+90"
"193",10,"Baltimore Ravens",BAL,"DST7","13","3 out of 5 stars","-31"
"194",10,"Ryan Tannehill",TEN,"QB26","7","4 out of 5 stars","+39"
"195",10,"Daniel Carlson",LV,"K5","13","2 out of 5 stars","-58"
"196",10,"Joshua Kelley",LAC,"RB61","5","3 out of 5 stars","+16"
"197",10,"Denver Broncos",DEN,"DST8","9","2 out of 5 stars","+20"
"198",11,"Irv Smith Jr.",CIN,"TE21","7","4 out of 5 stars","+4"
"199",11,"Parris Campbell",NYG,"WR78","13","3 out of 5 stars","+29"
"200",11,"New Orleans Saints",NO,"DST9","11","4 out of 5 stars","-24"
"201",11,"Kansas City Chiefs",KC,"DST10","10","2 out of 5 stars","+17"
"202",11,"Hunter Renfrow",LV,"WR79","13","2 out of 5 stars","+41"
"203",11,"Chase Claypool",CHI,"WR80","13","3 out of 5 stars","+81"
"204",11,"Pittsburgh Steelers",PIT,"DST11","6","4 out of 5 stars","-29"
"205",11,"Jalin Hyatt",NYG,"WR81","13","3 out of 5 stars","-52"
"206",11,"Hunter Henry",NE,"TE22","11","2 out of 5 stars","+51"
"207",11,"Cordarrelle Patterson",ATL,"RB62","11","4 out of 5 stars","0"
"208",11,"Younghoe Koo",ATL,"K6","11","4 out of 5 stars","-36"
"209",11,"John Metchie III",HOU,"WR82","7","4 out of 5 stars","+29"
"210",11,"Miami Dolphins",MIA,"DST12","10","3 out of 5 stars","-21"
"211",11,"Dawson Knox",BUF,"TE23","13","3 out of 5 stars","+3"
"212",11,"Cincinnati Bengals",CIN,"DST13","7","4 out of 5 stars","+14"
"213",11,"Joshua Palmer",LAC,"WR83","5","3 out of 5 stars","+65"
"214",11,"Jason Sanders",MIA,"K7","10","2 out of 5 stars","-13"
"215",11,"Robert Woods",HOU,"WR84","7","4 out of 5 stars","+58"
"216",11,"Mecole Hardman Jr.",NYJ,"WR85","7","3 out of 5 stars","+35"
"217",11,"C.J. Stroud",HOU,"QB27","7","3 out of 5 stars","-23"
"218",11,"Jimmy Garoppolo",LV,"QB28","13","4 out of 5 stars","-19"
"219",11,"Kyler Murray",ARI,"QB29","14","2 out of 5 stars","-24"
"220",11,"Jake Elliott",PHI,"K8","10","2 out of 5 stars","-32"
"221",11,"Brandon McManus",JAC,"K9","9","2 out of 5 stars","-35"
"222",11,"Jason Myers",SEA,"K10","5","2 out of 5 stars","-35"
"223",11,"Mac Jones",NE,"QB30","11","2 out of 5 stars","+12"
"224",11,"Kyren Williams",LAR,"RB63","10","3 out of 5 stars","+18"
"225",11,"Ty Chandler",MIN,"RB64","13","5 out of 5 stars","-10"
"226",11,"Washington Commanders",WAS,"DST14","14","3 out of 5 stars","-44"
"227",11,"Wan'Dale Robinson",NYG,"WR86","13","3 out of 5 stars","+41"
"228",11,"Cleveland Browns",CLE,"DST15","5","5 out of 5 stars","+13"
"229",11,"Evan Hull",IND,"RB65","11","3 out of 5 stars","-8"
"230",11,"Mike Gesicki",NE,"TE24","11","2 out of 5 stars","+1"
"231",11,"Josh Downs",IND,"WR87","11","4 out of 5 stars","+25"
"232",11,"Allen Robinson II",PIT,"WR88","6","3 out of 5 stars","+71"
"233",11,"Zack Moss",IND,"RB66","11","3 out of 5 stars","-43"
"234",11,"Hayden Hurst",CAR,"TE25","7","3 out of 5 stars","+21"
"235",11,"Tampa Bay Buccaneers",TB,"DST16","5","4 out of 5 stars","+26"
"236",11,"Green Bay Packers",GB,"DST17","6","2 out of 5 stars","-11"
"237",11,"Los Angeles Chargers",LAC,"DST18","5","2 out of 5 stars","+23"
"238",11,"Jake Ferguson",DAL,"TE26","7","3 out of 5 stars","-32"
"239",11,"Chase Edmonds",TB,"RB67","5","3 out of 5 stars","+26"
"240",11,"Graham Gano",NYG,"K11","13","0 out of 5 stars","-10"
"241",11,"Tank Dell",HOU,"WR89","7","4 out of 5 stars","-22"
"242",11,"Greg Joseph",MIN,"K12","13","1 out of 5 stars","+38"
"243",11,"Trey McBride",ARI,"TE27","14","2 out of 5 stars","+58"
"244",11,"Greg Zuerlein",NYJ,"K13","7","4 out of 5 stars","-39"
"245",12,"Luke Musgrave",GB,"TE28","6","4 out of 5 stars","-64"
"246",12,"Michael Carter",NYJ,"RB68","7","3 out of 5 stars","+78"
"247",12,"Desmond Ridder",ATL,"QB31","11","4 out of 5 stars","-10"
"248",12,"Terrace Marshall Jr.",CAR,"WR90","7","4 out of 5 stars","-"
"249",12,"Deuce Vaughn",DAL,"RB69","7","3 out of 5 stars","-91"
"250",12,"Kareem Hunt",FA,"RB70","-","-","-98"
"251",12,"Jacksonville Jaguars",JAC,"DST19","9","5 out of 5 stars","-48"
"252",12,"Noah Fant",SEA,"TE29","5","2 out of 5 stars","+12"
"253",12,"Matt Gay",IND,"K14","11","4 out of 5 stars","-5"
"254",12,"Chase Brown",CIN,"RB71","7","3 out of 5 stars","-38"
"255",12,"Richie James Jr.",KC,"WR91","10","2 out of 5 stars","-5"
"256",12,"Wil Lutz",DEN,"K15","9","2 out of 5 stars","+38"
"257",12,"Pierre Strong Jr.",CLE,"RB72","5","3 out of 5 stars","+63"
"258",12,"Tyquan Thornton",NE,"WR92","11","2 out of 5 stars","-"
"259",12,"Michael Mayer",LV,"TE30","13","5 out of 5 stars","-35"
"260",12,"Zach Evans",LAR,"RB73","10","3 out of 5 stars","+46"
"261",12,"Marvin Jones Jr.",DET,"WR93","9","3 out of 5 stars","-"
"262",12,"Keaontay Ingram",ARI,"RB74","14","3 out of 5 stars","+27"
"263",12,"Josh Reynolds",DET,"WR94","9","3 out of 5 stars","+64"
"264",12,"Leonard Fournette",FA,"RB75","-","-","-32"
"265",12,"Indianapolis Colts",IND,"DST20","11","3 out of 5 stars","-"
"266",12,"Nick Folk",TEN,"K16","7","4 out of 5 stars","-"
"267",12,"Isaiah Spiller",LAC,"RB76","5","3 out of 5 stars","-"
"268",12,"Zach Ertz",ARI,"TE31","14","2 out of 5 stars","-32"
"269",12,"Deon Jackson",IND,"RB77","11","3 out of 5 stars","-78"
"270",12,"Mack Hollins",ATL,"WR95","11","4 out of 5 stars","+26"
"271",12,"Sterling Shepard",NYG,"WR96","13","3 out of 5 stars","-"
"272",12,"Kendrick Bourne",NE,"WR97","11","2 out of 5 stars","-13"
"273",12,"Khalil Shakir",BUF,"WR98","13","2 out of 5 stars","-"
"274",12,"Cade Otton",TB,"TE32","5","2 out of 5 stars","+2"
"275",12,"Isaiah Likely",BAL,"TE33","13","4 out of 5 stars","-4"
"276",12,"Puka Nacua",LAR,"WR99","10","3 out of 5 stars","+37"
"277",12,"Baker Mayfield",TB,"QB32","5","3 out of 5 stars","-43"
"278",12,"Sean Tucker",TB,"RB78","5","3 out of 5 stars","-51"
"279",12,"Carolina Panthers",CAR,"DST21","7","3 out of 5 stars","-"
"280",12,"Chris Boswell",PIT,"K17","6","4 out of 5 stars","-"
"281",12,"Seattle Seahawks",SEA,"DST22","5","2 out of 5 stars","-70"
"282",12,"Jelani Woods",IND,"TE34","11","3 out of 5 stars","-"
"283",12,"Michael Wilson",ARI,"WR100","14","3 out of 5 stars","+16"
"284",12,"Jake Moody",SF,"K18","9","2 out of 5 stars","-45"
"285",12,"Latavius Murray",BUF,"RB79","13","2 out of 5 stars","+22"
"286",12,"Riley Patterson",DET,"K19","9","1 out of 5 stars","-32"
"287",12,"Dustin Hopkins",CLE,"K20","5","3 out of 5 stars","-"
"288",12,"Cedric Tillman",CLE,"WR101","5","3 out of 5 stars","+27"
"289",12,"Matt Prater",ARI,"K21","14","2 out of 5 stars","-"
"290",12,"Boston Scott",PHI,"RB80","10","1 out of 5 stars","-"
"291",12,"Los Angeles Rams",LAR,"DST23","10","3 out of 5 stars","-"
"292",12,"Israel Abanikanda",NYJ,"RB81","7","3 out of 5 stars","-"
"293",12,"Tyler Conklin",NYJ,"TE35","7","3 out of 5 stars","-49"
"294",12,"Chris Evans",CIN,"RB82","7","3 out of 5 stars","+16"
"295",12,"New York Giants",NYG,"DST24","13","3 out of 5 stars","-48"
"296",12,"Justyn Ross",KC,"WR102","10","2 out of 5 stars","-73"
"297",12,"Matt Breida",NYG,"RB83","13","2 out of 5 stars","+15"
"298",12,"Tennessee Titans",TEN,"DST25","7","5 out of 5 stars","-52"
"299",12,"Laviska Shenault Jr.",CAR,"WR103","7","4 out of 5 stars","-"
"300",12,"Logan Thomas",WAS,"TE36","14","3 out of 5 stars","-38"
"301",12,"Quez Watkins",PHI,"WR104","10","3 out of 5 stars","-"
"302",12,"Cairo Santos",CHI,"K22","13","5 out of 5 stars","-"
"303",13,"Detroit Lions",DET,"DST26","9","3 out of 5 stars","-"
"304",13,"Cameron Dicker",LAC,"K23","5","4 out of 5 stars","-111"
"305",13,"Isaiah McKenzie",IND,"WR105","11","4 out of 5 stars","-"
"306",13,"D'Ernest Johnson",JAC,"RB84","9","2 out of 5 stars","-"
"307",13,"Braxton Berrios",MIA,"WR106","10","3 out of 5 stars","-"
"308",13,"Devin Duvernay",BAL,"WR107","13","3 out of 5 stars","-"
"309",13,"Jordan Mason",SF,"RB85","9","4 out of 5 stars","-"
"310",13,"Nick Westbrook-Ikhine",TEN,"WR108","7","3 out of 5 stars","-"
"311",13,"Ka'imi Fairbairn",HOU,"K24","7","5 out of 5 stars","-"
"312",13,"Kayshon Boutte",NE,"WR109","11","2 out of 5 stars","-"
"313",13,"JaMycal Hasty",JAC,"RB86","9","2 out of 5 stars","-"
"314",13,"Tyrion Davis-Price",SF,"RB87","9","4 out of 5 stars","-"
"315",13,"Ronald Jones II",DAL,"RB88","7","3 out of 5 stars","-"
"316",13,"Rico Dowdle",DAL,"RB89","7","3 out of 5 stars","-25"
"317",13,"Tutu Atwell",LAR,"WR110","10","3 out of 5 stars","-"
"318",13,"Eric Gray",NYG,"RB90","13","2 out of 5 stars","-"
"319",13,"Austin Hooper",LV,"TE37","13","5 out of 5 stars","-"
"320",13,"DeWayne McBride",MIN,"RB91","13","5 out of 5 stars","-54"
"321",13,"Minnesota Vikings",MIN,"DST27","13","2 out of 5 stars","-69"
"322",13,"David Bell",CLE,"WR111","5","3 out of 5 stars","-"
"323",13,"Trayveon Williams",CIN,"RB92","7","3 out of 5 stars","-"
"324",13,"Zonovan Knight",DET,"RB93","9","5 out of 5 stars","-"
"325",13,"Daniel Bellinger",NYG,"TE38","13","1 out of 5 stars","-"
"326",13,"Salvon Ahmed",MIA,"RB94","10","1 out of 5 stars","-"
"327",13,"Greg Dortch",ARI,"WR112","14","3 out of 5 stars","-"
"328",13,"Deonte Harty",BUF,"WR113","13","2 out of 5 stars","-"
"329",13,"Brett Maher",LAR,"K25","10","0 out of 5 stars","-"
"330",13,"Ke'Shawn Vaughn",TB,"RB95","5","3 out of 5 stars","-"
"331",13,"Jacoby Brissett",WAS,"QB33","14","1 out of 5 stars","-"
"332",13,"Malik Davis",DAL,"RB96","7","3 out of 5 stars","-"
"333",13,"Eddy Pineiro",CAR,"K26","7","3 out of 5 stars","-"
"334",13,"James Robinson",FA,"RB97","-","-","-"
"335",13,"Nelson Agholor",BAL,"WR114","13","3 out of 5 stars","-"
"336",13,"DeeJay Dallas",SEA,"RB98","5","2 out of 5 stars","-"
"337",13,"Michael Badgley",DET,"K27","9","1 out of 5 stars","-"
"338",13,"Myles Gaskin",MIN,"RB99","13","5 out of 5 stars","-"
"339",13,"Trey Palmer",TB,"WR115","5","4 out of 5 stars","-"
"340",13,"Randall Cobb",NYJ,"WR116","7","3 out of 5 stars","-"
"341",13,"Adam Trautman",DEN,"TE39","9","4 out of 5 stars","-"
"342",13,"Kyle Philips",TEN,"WR117","7","3 out of 5 stars","-"
"343",14,"Robbie Gould",FA,"K28","-","-","-"
"344",14,"Melvin Gordon III",BAL,"RB100","13","3 out of 5 stars","-"
"345",14,"Trey Lance",DAL,"QB34","7","2 out of 5 stars","-87"
"346",14,"Cade York",TEN,"K29","7","4 out of 5 stars","-"
"347",14,"Ryan Succop",FA,"K30","-","-","-73"
"348",14,"Brandon Aubrey",DAL,"K31","7","3 out of 5 stars","-43"
"349",14,"Luke Schoonmaker",DAL,"TE40","7","3 out of 5 stars","-27"
"350",14,"Jauan Jennings",SF,"WR118","9","3 out of 5 stars","-"
"351",14,"Joey Slye",WAS,"K32","14","4 out of 5 stars","-"
"352",14,"Will Levis",TEN,"QB35","7","4 out of 5 stars","-"
"353",14,"Robert Tonyan",CHI,"TE41","13","4 out of 5 stars","-"
"354",14,"Chris Rodriguez Jr.",WAS,"RB101","14","3 out of 5 stars","-"
