"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"452",15,"Zach Pascal",ARI,"WR151","14","3 out of 5 stars","-"
"453",15,"Julius Chestnut",TEN,"RB123","7","4 out of 5 stars","-"
"454",15,"Kenny Golladay",FA,"WR152","-","-","-"
"455",15,"Ty Johnson",BUF,"RB124","13","2 out of 5 stars","-"
"456",15,"Mark Ingram II",FA,"RB125","-","-","-"
"457",15,"Tony Jones Jr.",DEN,"RB126","9","4 out of 5 stars","-"
"458",15,"Colby Parkinson",SEA,"TE62","5","2 out of 5 stars","-"
"459",15,"Zane Gonzalez",SF,"K42","9","2 out of 5 stars","-"
"460",15,"Elijah Higgins",MIA,"TE63","10","2 out of 5 stars","-"
"461",15,"Elliott Fry",FA,"K43","-","-","-"
"462",15,"Tommy Tremble",CAR,"TE64","7","3 out of 5 stars","-"
"463",15,"David Moore",TB,"WR153","5","4 out of 5 stars","-"
"464",15,"Damien Williams",LV,"RB127","13","3 out of 5 stars","-"
"465",15,"James Mitchell",DET,"TE65","9","3 out of 5 stars","-"
"466",15,"Tre Tucker",LV,"WR154","13","2 out of 5 stars","-"
"467",15,"Justin Shorter",BUF,"WR155","13","2 out of 5 stars","-"
"468",15,"Dontayvion Wicks",GB,"WR156","6","3 out of 5 stars","-"
"469",15,"Tre'Quan Smith",NO,"WR157","11","4 out of 5 stars","-"
"470",15,"Jalen Nailor",MIN,"WR158","13","3 out of 5 stars","-"
"471",15,"Rex Burkhead",FA,"RB128","-","-","-"
